,Synset,Hypernym
5662,вытрезвить.n.1,изменить состояние.n.1
5663,обеднить содержание.n.1,исказить.n.1
5664,выброс выхлопных газов.n.1,удалить наружу.n.1
5665,выброс выхлопных газов.n.1,выпустить.n.3
5666,выброс выхлопных газов.n.1,техногенное загрязнение.n.1
5667,выброс выхлопных газов.n.1,загрязнение атмосферы.n.1
5668,высь.n.1,пространство.n.1
5669,газетчик.n.1,журналист.n.1
5670,газификация топлива.n.1,превратить.n.1
5671,галлы.n.1,кельты.n.1
5672,интернет-пользователь.n.1,пользователь.n.1
5673,билетная касса.n.1,касса.n.1
5674,билетная касса.n.1,торговая точка.n.1
5675,букмекер.n.1,человек по сфере деятельности.n.1
5676,неразборчивый.n.1,невзыскательный.n.1
5677,могущество.n.1,важный.n.1
5678,всевластный.n.1,всесильный.n.1
5679,всевластный.n.1,единовластие.n.1
5680,окончание строительства.n.1,кончить.n.1
5681,сахар крови.n.1,глюкоза.n.1
5682,эркер.n.1,оконный проем.n.1
5683,эркер.n.1,выступ.n.1
5684,бездарный писатель.n.1,бездарный человек.n.1
5685,бездарный писатель.n.1,писатель.n.1
5686,хлебница.n.1,кухонная утварь.n.1
5687,бурлак.n.1,рабочий.n.1
5688,бунтарь.n.1,человек по роли.n.1
5689,бытописатель.n.1,художник.n.1
5690,бытописатель.n.1,писатель.n.1
5691,бытописатель.n.1,автор.n.1
5692,вагоностроитель.n.1,работник промышленности.n.1
5693,бюргер.n.1,немцы.n.1
5694,бюргер.n.1,житель города.n.1
5695,невоспитанный.n.1,черта характера.n.1
5696,нерасторопный.n.1,неловкий в движении.n.1
5697,город европы.n.1,город.n.1
5698,порт европы.n.1,порт.n.1
5699,кража со взломом.n.1,взломать.n.1
5700,кража со взломом.n.1,кража.n.1
5701,массовая гибель.n.1,умереть.n.1
5702,контроль на алкоголь.n.1,испытать.n.1
5703,киноакадемия.n.1,академия.n.1
5704,киноакадемия.n.1,творческая организация.n.1
5705,киноакадемик.n.1,творческий работник.n.1
5706,киноакадемик.n.1,академик.n.1
5707,киноакадемик.n.1,работник кино.n.1
5708,приданое.n.1,имущество.n.1
5709,ночная рубашка.n.1,одежда для сна.n.1
5710,одежда для сна.n.1,домашняя одежда.n.1
5711,одежда для сна.n.1,нательное белье.n.1
5712,промывание мозгов.n.1,переубедить.n.1
5713,промывание мозгов.n.1,пропаганда идей.n.1
5714,пролет моста.n.1,строительные конструкции.n.1
5715,газонокосилка.n.1,косилка.n.1
5716,тюремная охрана.n.1,надзиратель.n.1
5717,тюремная охрана.n.1,сотрудник правоохранительных органов.n.1
5718,тюремная охрана.n.1,сотрудник уголовно-исполнительной системы.n.1
5719,издательско-полиграфическое предприятие.n.1,издательство.n.1
